airport_code,airport_name_en,country_code,airport_name_ar
YWH,Victoria Inner Harbour Airport,CA,مطار فيكتوريا اينير هاربور
DOH,Doha International Airport,QA,مطار الدوحة الدولي
ANF,Cerro Moreno International Airport,CL,مطار سيرو مورينو الدولي
HHN,Frankfurt-hahn Airport,DE,مطار فرانكفورت هان
HMO,General Ignacio Pesqueira Garca International Airport,MX,مطار جنرال إغناسيو غارسيا بيسكيرا الدولي
BKK,Suvarnabhumi Airport,TH,مطار سوفارنابهومي
ZIH,Ixtapa-zihuatanejo International Airport,MX,مطار اكستابا، زيهواتانيجو الدولي
KWI,Kuwait International Airport,KW,مطار الكويت الدولي
JED,King Abdulaziz International Airport,SA,مطار الملك عبد العزيز الدولي
MCT,Muscat International Airport,OM,مطار مسقط الدولي
ZRH,Zurich Airport,CH,مطار زيوريخ
YMM,Fort Mcmurray Airport,CA,مطار فورت ماكموري
LCY,London City Airport,GB,مطار مدينة لندن
YYH,Taloyoak Airport,CA,مطار تالويواك
ZOS,Caal Bajo Carlos Hott Siebert Airport,CL,مطار كال باجو كارلوس هوت سيبرت
DOY,Dongying Shengli Airport,CN,مطار دونغ ينغ شنغلى
SCL,Comodoro Arturo Merino Bentez International Airport,CL,مطار كومودورو أرتورو ميرينو بينيتيز الدولي
COK,Cochin International Airport,IN,مطار كوشين الدولي
LAP,Manuel Mrquez De Len International Airport,MX,مطار مانويل مركوز دي ليون الدولي
MRE,Mara Lodges Airport,US,مطار مارا المساكن
BZL,Barisal Airport,IN,مطار باريسال
OHE,Gu-lian Airport,CN,مطار قو-يان 
MCO,Orlando International Airport,US,مطار أورلاندو الدولي
NAY,Beijing Nanyuan Airport,CN,مطار بكين نانيوان
MYQ,Mysore Airport,IN,مطار ميسور
BJX,Del Bajo International Airport,MX,مطار ديل باجو الدولي
JRH,Jorhat Airport,IN,مطار جورهات
LZC,Lzaro Crdenas Airport,MX,مطار لزارو كرديناس
OHE,Gu-lian Airport,CA,مطار قو-يان 
UIB,El Carao Airport,CO,مطار ايل كاراو
RUP,Rupsi India Airport,IN,مطار روبسي انديا
IGT,Magas Airport,RU,مطار ماجاس
CUR,Curaao Airport,CW,مطار كوراساو
LUZ,Lublin Airport,PL,مطار لوبلان
YEG,Edmonton International Airport,CA,مطار ادمونتون الدولي
IAD,Washington Dulles International Airport,US,مطار واشنطن دالاس الدولي
IXE,Mangalore International Airport,IN,مطار مانغالور الدولي
GMO,Gombe Lawanti International Airport,FJ,مطار جومبي لاواتي الدولي
PEK,Beijing Capital International Airport,CN,مطار العاصمة بكين الدولي
XFW,Hamburg Finkenwerder Airport,DE,مطار هامبورغ فينكينويردر
BSK,Biskra Airport,DZ,مطار بسكرة
JIB,Djibouti-ambouli International Airport,DJ,مطار جيبوتي الدولي
BDL,Bradley International Airport,US,مطار برادلي الدولي
HAV,Jos Mart International Airport,CU,مطار خوسيه مارت الدولي
LMM,Fort Valley Federal International Airport,MX,مطار فورت فالي فيدرال الدولي
PRG,Prague Vclav Havel Airport,CZ,مطار براغ فاكلاف هافل
FKB,Baden Airpark Airport,DE,مطار بادن مطار مدني
LAS,Mccarran International Airport,US,مطار مكاران الدولي
MXL,General Rodolfo Snchez Taboada International Airport,MX,مطار جنرال رودولفو سانشيس تابوادا الدولي
CTU,Chengdu Shuangliu International Airport,CN,مطار تشنغدو شوانغليو الدولي
XIY,Xian Xianyang International Airport,CN,مطار شيان شيانيانغ الدولي
CKG,Chongqing Jiangbei International Airport,CN,مطار تشونغتشينغ جيانغبى الدولي
JNZ,Jinzhou Airport,CN,مطار جينتشو
CUE,Mariscal Lamar International Airport,EC,مطار ماريسكال لامار الدولي
GYE,Jos Joaqun De Olmedo International Airport,EC,مطار جوس جواكوك دي أولميدو الدولي
RNS,Rennes-saint-jacques Airport,FR,مطار رين القديس جاك 
AKF,Kufra Airport,LY,مطار الكفرة
LWY,Lawas Airport,MY,مطار لاواس
SLC,Salt Lake City International Airport,US,مطار سولت لايك سيتي الدولي
SZX,Shenzhen Baoan International Airport,CN,مطار شنتشن باوان الدولي
WUH,Wuhan Tianhe International Airport,CN,مطار ووهان تيانخه الدولي
TPA,Tampa International Airport,US,مطار تامبا الدولي
GRO,Girona-costa Brava Airport,ES,مطار جيرونا كوستا برافا
TAO,Liuting Airport,CN,مطار يوتينج
LAX,Los Angeles International Airport,US,مطار لوس أنجلوس الدولي
HBE,Borg El Arab Airport,EG,مطار برج العرب
XNA,Northwest Arkansas Regional Airport,US,شمال غرب مطار أركنساس الإقليمي
ALC,Alicante Airport,ES,مطار اليكانتي
YVR,Vancouver International Airport,CA,مطار فانكوفر الدولي
QRO,Quertaro International Airport,MX,مطار كويتارو الدولي
IXB,Bagdogra Airport,IN,مطار باجدوجرا
KUA,Sultan Haji Ahmad Shah Airport,MY,مطار حاجي السلطان أحمد شاه
SCN,Saarbr 1-4 Cken Airport,DE,مطار ساربر 1-4 كين 
ICN,Incheon International Airport,KR,مطار إنتشون الدولي
JDH,Jodhpur Airport,IN,مطار جودبور
BOG,El Dorado International Airport,CO,مطار الدورادو الدولي
LCG,A Corua Airport,ES,مطار اي كوروا 
CLO,Alfonso Bonilla Aragon International Airport,CO,مطار ألفونسو بونيا أراغون الدولي
MPM,Maputo International Airport,MZ,مطار مابوتو الدولي
SVQ,San Pablo Airport,ES,مطار سان بابلو
LLI,Lalibela Airport,ET,مطار اليبيلا
SNW,Thandwe Airport,MM,مطار ثاندوي
MCI,Kansas City International Airport,US,مطار كانساس سيتي الدولي
BNA,Nashville International Airport,US,مطار ناشفيل الدولي
NLK,Norfolk Island Airport,NF,مطار جزيرة نورفولك
TIJ,General Abelardo L Rodr-guez International Airport,MX,مطار جنرال أبيلاردو ال رودريغيز االدولي
TYN,Taiyuan Wusu Airport,CN,مطار تاييوان وسو
SEN,Southend Airport,GB,مطار ساوثيند
PVG,Shanghai Pudong International Airport,CN,مطار شنغهاي بودونغ الدولي
HAM,Hamburg Airport,DE,مطار هامبورغ
THL,Tachileik Airport,MM,مطار تاتشيليك
TNA,Yaoqiang Airport,CN,مطار ياوكياغ
LYS,Lyon-saint Exupry Airport,FR,مطار ليون سانت اكسوبري
HUU,Alferez Fap David Figueroa Fernandini Airport,PE,مطار الفيريز فاب ديفيد فيغوروا فيرنانديني
QBC,Bella Coola Airport,CA,مطار بيلا كولا
MGA,Augusto C Sandino International Airport,NI,مطار أوغوستو اس ساندينو الدولي
MSW,Massawa International Airport,ER,مطار مصوع الدولي
YRA,Rae Lakes Airport,CA,مطار بحيرات راي
SCV,Suceava Stefan Cel Mare Airport,RO,مطار سوسيفا ستيفان سل ماري
LRH,La Rochelle - Le De R Airport,FR,مطار لا روشيل - لو دي ار 
WLG,Wellington International Airport,NZ,مطار ويلينغتون الدولي
OND,Ondangwa Airport,NA,مطار اوندانغوا
LYP,Faisalabad International Airport,PK,مطار فيصل آباد الدولي
DHM,Kangra Airport,IN,مطار كانجرا
SOU,Southampton Airport,GB,مطار ساوثامبتون
SJU,Luis Muoz Marn International Airport,PR,مطار لويس موز مارن الدولي
BDS,Brindisi - Casale Airport,IT,مطار برينديزي - كاسال
LHW,Lanzhou Zhongchuan Airport,CN,مطار لانتشو تشونغ تشوان
TFS,Tenerife South Airport,ES,مطار جنوب تينيريفي
XCR,Chlons Vatry Airport,FR,مطار تشلونس فاتري
BOO,Bod Airport,NO,مطار بود
BJV,Milas Bodrum International Airport,TR,مطار ميلاس بودروم الدولي
KHN,Nanchang Changbei International Airport,CN,مطار نانتشانغ تشانغبى الدولي
LUH,Ludhiana Airport,IN,مطار لوديانا
DAD,Da Nang International Airport,VN,مطار دا نانغ الدولي
LBV,Libreville International Airport,GA,مطار ليبرفيل الدولي
SLZ,Marechal Cunha Machado International Airport,BR,مطار ماريشال كونها ماتشادو الدولي
CWL,Cardiff Airport,GB,مطار كارديف
ABZ,Aberdeen Airport,GB,مطار أبردين
EVE,Harstad-narvik Airport,NO,مطار هارستاد-نارفيك 
VLY,Anglesey Airport,GB,مطار أنجلسي
KNU,Kanpur Airport,IN,مطار كانبور
RYG,Moss Airport,NO,مطار موس
ORF,Norfolk International Airport,US,مطار نورفولك الدولي
AES,Lesund Airport,NO,مطار ليسوند
HFE,Hefei Luogang International Airport,CN,مطار حيفي لوجانغ الدولي
KDU,Skardu Airport,PK,مطار سكاردو
ASV,Amboseli Airport,KE,مطار أمبوسيلي
GYD,Heydar Aliyev International Airport,AZ,مطار حيدر علييف الدولي
TRF,Sandefjord Airport,NO,مطار ساندفورد
AER,Sochi International Airport,RU,مطار سوتشي الدولي
MUA,Munda Airport,SB,مطار موندا
LIN,Linate Airport,IT,مطار لينيت
RIX,Riga International Airport,LV,مطار ريغا الدولي
SVG,Stavanger Airport,NO,مطار ستافنجر
ATH,Athens International Airport,GR,مطار أثينا الدولي
RIC,Richmond International Airport,US,مطار ريتشموند الدولي
LJG,Lijiang Airport,CN,مطار ليجيانغ 
THU,Thule Air Base Airport,GL,مطار ثول ايربيس
SHA,Shanghai Hongqiao International Airport,CN,مطار شنغهاي  هونغتشياو الدولي
SSH,Sharm El Sheikh International Airport,EG,مطار شرم الشيخ الدولي
TUL,Tulsa International Airport,US,مطار تولسا الدولي
VVI,Viru Viru International Airport,BO,مطار فيرو فيرو الدولي
NPE,Napier Airport,NZ,مطار نابيير
CGN,Cologne Bonn Airport,DE,مطار كولونيا بون
KGS,Kos Island International Airport,GR,مطار كوس جزيرة الدولي
MDC,Sam Ratulangi International Airport,ID,مطار سام راتولانجي الدولية
CAG,Cagliari Elmas Airport,IT,مطار كالياري إلماس
DUD,Dunedin International Airport,NZ,مطار دنيدن الدولي
ZQZ,Zhangjiakou Ningyuan Airport,CA,مطار تشانغجياكو نينغيوان
TRD,Trondheim Airport,NO,مطار تروندهايم
BGY,Il Caravaggio International Airport,IT,مطار ايل كارافاجيو الدولي
STI,Cibao International Airport,DO,مطار سيباو الدولي
NAP,Naples Airport Capodichino Nap Italy,IT,مطار نابولي كابوديتشينو ناب إيطاليا
HKK,Hokitika Airport,NZ,مطار هوكيتيكا
CYB,Charles Kirkconnell International Airport,KY,مطار تشارلز كيركونيل الدولي
FUK,Fukuoka Airport,JP,مطار فوكوكا
CIA,Ciampino-g B Pastine International Airport,IT,مطار شيامبينو جي بي باستين الدولي
CMB,Bandaranaike International Airport,LK,مطار باندارانايكا الدولي
ZPB,Sachigo Lake Airport,CA,مطار بحيرة ساتشيغو
RYK,Shaikh Zaid Airport,PK,مطار شيخ زيد
GRR,Gerald R Ford International Airport,US,مطار جيرالد ار فورد الدولي
VVZ,Illizi Takhamalt Airport,DZ,مطار إليزي تاخامالت
RAO,Leite Lopes Airport,BR,مطار ليتي لوبيز
BIO,Bilbao Airport,ES,مطار بلباو
SAL,El Salvador International Airport,SV,مطار السلفادور الدولي
IVC,Invercargill Airport,NZ,مطار انفيرسارغيل 
AGA,Al Massira Airport,MA,مطار المسيرة
OVS,Sovetskiy Airport,RU,مطار سوفويتسكي
AKY,Sittwe Airport,MM,مطار سيتوي
TSE,Astana International Airport,KZ,مطار استانا الدولي
HKT,Phuket International Airport,TH,مطار بوكيت الدولي
ACA,General Juan N Lvarez International Airport,MX,مطار جنرال خوان ان لفاريز الدولي 
PCL,Fap Captain David Abenzur Rengifo International Airport,PE,مطار فاب كابتن ديفد ابينزور رينغيفو الدولي
NBO,Jomo Kenyatta International Airport,KE,مطار جومو كينياتا الدولي
AMM,Queen Alia International Airport,JO,مطار الملكة علياء الدولي
XGR,Kangiqsualujjuaq Georges River Airport,CA,مطار كانجيسوالوجواك جورج ريفر
SZZ,Solidarity Szczecin-goleniw Airport,PL,مطار سوليداريتي سزيسين-غولينيو
ALF,Alta Airport,NO,مطار ألتا
SFT,Skellefte Airport,SE,مطار سكيلفت
SBA,Santa Barbara Municipal Airport,US,مطار سانتا باربرا مونيسبال 
BHE,Woodbourne Airport,NZ,مطار وودبورن
JIQ,Qianjiang Wulingshan Airport,IT,مطار قيانجيانغ والينغشان
SPC,La Palma Airport,ES,مطار لا بالما
CUL,Bachigualato Federal International Airport,MX,مطار باشيغواتو الاتحادية الدولي
MRZ,Moree Airport,AU,مطار موري
CLJ,Cluj International Airport,RO,مطار كلوج الدولي
KHV,Khabarovsk Novy Airport,RU,مطار خاباروفسك نوفي
ELP,El Paso International Airport,US,مطار الباسو الدولي
MDT,Harrisburg International Airport,US,مطار هاريسبورغ الدولي
ABV,Nnamdi Azikiwe International Airport,NG,مطار نامدي أزيكيوي الدولي
MID,Manuel Crescencio Rejn International Airport,MX,مطار مانويل كريسينسيو ريجون الدولي
HAN,Noi Bai International Airport,VN,مطار نوي باي الدولي
GBB,Gabala International Airport,AZ,مطار جبلة الدولي
BFV,Buri Ram Airport,TH,مطار بوري رام
ROV,Rostov-on-don Airport,RU,مطار روستوف-أون-دون
LED,Pulkovo International Airport,RU,مطار بولكوفو الدولي
ORB,Rebro Airport,SE,مطار ريبرو
OSD,Re Stersund Airport,SE,مطار ري سترسوند
CZU,Las Brujas Airport,CO,مطار لاس بروجاس
FSC,Figari Sud-corse Airport,FR,مطار فيغاري سود كورس
BET,Bethel Airport,US,مطار بيثيل
ISG,Ishigaki Airport,JP,مطار أيشيجاكي
JPA,Presidente Castro Pinto International Airport,BR,مطار سيادة الرئيس كاسترو بينتو الدولي
PVH,Governador Jorge Teixeira De Oliveira Airport,BR,مطار جوفيرنادور خورخي تيكسيرا دي أوليفيرا
GRZ,Graz Airport,AT,مطار جراز
BMA,Stockholm Bromma Airport,SE,مطار ستوكهولم بروما
SDL,Sundsvall-timr Airport,SE,مطار سوندسفال-تيمر 
KAN,Mallam Aminu Kano International Airport,NG,مطار مالام أمينو كانو الدولي
TGZ,Angel Albino Corzo International Airport,MX,مطار أنجيل ألبينو كورزو الدولي
BPS,Porto Seguro Airport,BR,مطار بورتو سيغورو
AKL,Auckland Airport,NZ,مطار أوكلاند
NAS,Lynden Pindling International Airport,BS,مطار ليندن بيندلينغ الدولي
TLL,Tallinn Airport,EE,مطار تالين
PAC,Albrook Marcos A Gelabert International Airport,PA,مطار البروك ماركوس اي جيلابيرت الدولي
TAK,Takamatsu Airport,JP,مطار تاكاماتسو
PHC,Port Harcourt International Airport,NG,مطار بورت هاركورت الدولي
AYQ,Ayers Rock Connellan Airport,AU,مطار أيرز روك كونيلان
SGC,Surgut Airport,RU,مطار سورجوت
BIQ,Biarritz-anglet-bayonne Airport,FR,مطار بياريتز-أنغليت-بايون
GLT,Gladstone Airport,AU,مطار غلادستون
PDL,Joo Paulo Ii Airport,PT,مطار جو باولو إي
CIX,Cap Fap Jos A Quiones Gonzles International Airport,PE,كاب فاب خوسيه  مطار كويونيس جونزلز الدولي
PRN,Pristina International Airport,RS,مطار بريشتينا الدولي
DKR,Lopold Sdar Senghor International Airport,SN,مطار لوبولد سدر سنغور الدولي
LJU,Ljubljana Joe Punik Airport,SI,مطار ليوبليانا جو بونيك
THE,Senador Petrnio Portela Airport,BR,سينادور بيترنيو بورتيلا المطار
PKC,Petropavlovsk-kamchatsky Airport,RU,مطار بيتروبافلوفسك-كامشاتسكي
GUM,Antonio B Won Pat International Airport,GU,مطار أنطونيو بي ون بات الدولي
CNX,Chiang Mai Airport,TH,مطار شيانغ ماي
