airport_code,city_code,airport_name,address_en,webisite,phone
IXM,IXM,Madurai Airport,"""Airport Director",http://www.aai.aero/allAirports/madurai_airpo_gi.jsp,91-452-2690749
LIS,LIS,Lisbon Portela Airport,"""Aeroporto de Faro",http://www.ana.pt/,(+35) 1289 800 800
PDX,PDX,Portland International Airport,"""7000 NE Airport Way",http://www.portofportland.com/,(+1) 503-460-4234
CCU,CCU,Netaji Subhash Chandra Bose International Airport,"""Airport Director",http://www.aai.aero/kolkata/index.jsp,"91-33-25119977,91-33-2511 9020 (R)"
CME,CME,Ciudad Del Carmen International Airport,"""Avenida 31 S/N",,(+52) 938 382 1510
IGM,IGM,Kingman Airport Arizona,"""7000 Flightline Dr",http://www.kingmanairportauthority.com/contact.htm,(+1) 928-757-2134
CLE,CLE,Cleveland Hopkins International Airport,"""5300 Riverside Dr",http://www.clevelandairport.com/,(+1) 216-265-6000
SBP,SBP,San Luis County Regional Airport,,,
BSL,BSL,Euroairport Basel-mulhouse-freiburg Airport,,,
CGO,CGO,Xinzheng Airport,,,
PAT,PAT,Lok Nayak Jayaprakash Airport,"""Airport Director",http://airportsindia.org.in/allAirports/patna_techinfo.jsp,91-612-2220683
DLC,DLC,Zhoushuizi Airport,,,
ILO,ILO,Iloilo International Airport,"""Iloilo Airport Access Road",,(+63) 33 320 8058
NVT,NVT,Ministro Victor Konder International Airport,"""R. Manoel Leopoldo Rocha",http://www.infraero.com.br/index.php/br/aeroportos/santa-catarina/aeroporto-de-navegantes.html,(47) 3342-9200
TMW,TMW,Tamworth Airport,"""42 Shand Circuit",http://www.tamworth.nsw.gov.au/Council/Council-Enterprises-and-Venues/Tamworth-Regional-Airport/default.aspx,(+61) 2 6760 7611
MSY,MSY,Louis Armstrong New Orleans International Airport,"""900 Airline Dr",http://www.flymsy.com/,(+1) 504-464-0831
ZHA,ZHA,Zhanjiang Airport,,,
GRK,ILE,Killeen-fort Hood Regional Airport,"""8101 S Clear Creek Rd",http://www.flykilleen.net/,(+1) 254-501-6100
KWE,KWE,Longdongbao Airport,,,
HJR,HJR,Khajuraho Airport,"""Airport Director",http://www.aai.aero/allAirports/khajuraho_generalinfo.jsp,"91-7686-272805,91-7686-274123 (R)."
GAY,GAY,Gaya Airport,"""Airport Controller",http://www.aai.aero/allAirports/gaya.jsp,91-631-2210129
SVO,MOW,Sheremetyevo International Airport,"""Sheremetyevo",http://www.svo.aero/en/,(+7) 495 578-65-65
TUP,TUP,Tupelo Regional Airport,"""2704 W Jackson St",http://www.flytupelo.com/,(+1) 662-841-6570
BRE,BRE,Bremen Airport,"""Flughafenallee 20",http://www.airport-bremen.de,(+49) 421 55950
VBY,VBY,Visby Airport,"""Visby Airport",http://www.swedavia.com/visby/,(+46)-(0)10-109 52 00
HBX,HBX,Hubli Airport,"""Airport Controller",http://www.aai.aero/allAirports/hubli_generalinfo.jsp,"91-836-223 7921,09449827652 (M),91-836-223 7922 (R)"
SYX,SYX,Sanya Phoenix International Airport,,,
KOA,KOA,Kona International Airport,"""73-200 Kupipi St",http://hawaii.gov/koa,(+1) 808-327-9520
TSN,TSN,Tianjin Binhai International Airport,,,
IXU,IXU,Aurangabad Airport,"""Airport Director",http://www.aai.aero/allAirports/aurangabad_generalinfo.jsp,"91-240-2476147, 2471180 09422210151 (M)"
IBZ,IBZ,Ibiza Airport,,,
LSE,LSE,La Crosse Regional Airport,"""2850 Airport Dr",http://www.lseairport.com/,(+1) 608-789-7464
MOB,MOB,Mobile Regional Airport,"""8400 Airport Blvd",http://www.mobairport.com/,(+1) 800-357-5373
ABQ,ABQ,Albuquerque International Sunport Airport,Debra Yoshimura Director City-County Building - 5th Floor,http://www.cabq.gov/airport/,(+1) 505-244-7700
KMJ,KMJ,Kumamoto Airport,"""１８０２-２ Yi Shiromachi characters Kotani Kamimashiki District",http://www.kmj-ab.co.jp/eng/,(+81) 96-232-2810
ADA,ADA,Adana Airport,,,
MKE,MKE,General Mitchell International Airport,"""5300 South Howell Ave. Milwaukee",http://www.mitchellairport.com/,(+1) 414-747-5300
LNS,LNS,Lancaster Airport Pennsylvania,"""500 Airport Rd",http://www.lancasterairport.com/,(+1) 717-569-1221
IXD,IXD,Allahabad Airport,"""Airport Road",http://www.aai.aero/allAirports/allahabad.jsp,"91-532-2580453, 91-9839365159"
DMU,DMU,Dimapur Airport,"""The Jt.GM (Aero)",http://www.aai.aero/allAirports/dimapur_general_info.jsp,91-386-2243157
JGA,JGA,Jamnagar Airport,"""Airport Controller",http://www.aai.aero/allAirports/jamnagar.jsp,91-288-2712187
ROK,ROK,Rockhampton Airport,,,
JHW,JHW,Chautauqua County-jamestown Airport,"""3163 Airport Dr",http://chautauqua.ny.us/departments/dpf/airports/Pages/default.aspx,(+1) 716-484-0204
AGH,AGH,Ngelholm-helsingborg Airport,Angelholm Airport AB 262 91 Angelholm Delivery  Margretetorpsvagen 445,http://www.angelholmhelsingborgairport.se/,(0431) 48 45 00
GOI,GOI,Goa International Airport,"""Airport Director / Public Information Officer",,91-832-2540806
VSA,VSA,Carlos Rovirosa Pcrez International Airport,,,
AGX,AGX,Agatti Airport,"""Airport Rd",http://www.aai.aero/allAirports/agatti_airpo_gi.jsp,91-4894-242615
SHL,SHL,Shillong Airport,"""Airport Director",http://www.aai.aero/allAirports/shillong.jsp,"91-364-2908740,09436332580"
GWL,GWL,Gwalior Airport,"""Airport Director",,91-751-2473880
ANC,ANC,Ted Stevens Anchorage International Airport,"""5000 W International Airport Rd",http://www.dot.state.ak.us/anc/,(+1) 907-266-2526
BQK,BQK,Brunswick Golden Isles Airport,,,
PBD,PBD,Porbandar Airport,"""Service Road",http://www.airportsindia.org.in/allAirports/porbander.jsp,"91-286-2222234,91-286-2917R),91-9925012668(M)."
TRV,TRV,Trivandrum International Airport,"""Airport Director",http://www.aai.aero/allAirports/thiru_general.jsp,"91-471-2500283, 2702301"
KCG,KCL,Chignik Fisheries Airport,"""Chignik",,NA
ECN,ECN,Ercan International Airport,,,
TIR,TIR,Tirupati Airport,"""Airport Controller",http://www.aai.aero/allAirports/tirupati_generalinfo.jsp,91-877-2275354
INC,INC,Yinchuan Airport,,,
SMX,SMX,Santa Maria Public Airport,"""3217 Terminal Drive",http://santamariaairport.com/,(+1) 805 922-1726
YNY,YNY,Yangyang International Airport,,,
AXT,AXT,Akita Airport,,,
HUY,HUY,Humberside Airport,"""Kirmington",http://www.humbersideairport.com/,(+44) 0844 8877 747
MMB,MMB,Memanbetsu Airport,"""２０１-３ Memanbetsuchuo",http://www.mmb-airport.co.jp/,(+81) 152-74-3115
IFN,IFN,Esfahan Shahid Beheshti International Airport,,,
IXC,IXC,Chandigarh Airport,"""Airport Rd",http://www.aai.aero/allAirports/chandigarh_generalinfo.jsp,91-172-2659886
LFT,LFT,Lafayette Regional Airport,"""200 Terminal Dr",http://www.lftairport.com/,(+1) 337-266-4400
ONT,ONT,Ontario International Airport,"""Administration Offices 1923 East Avion Street Ontario",http://www.lawa.org/welcomeONT.aspx,(+1) 909-937-2700
LAN,LAN,Capital Region International Airport,"""4100 Capital City Blvd",http://www.flylansing.com/,(+1) 517-321-6121
STR,STR,Stuttgart Airport,"""Flughafenstrabe 43",http://www.flughafen-stuttgart.de/,(+49) 711 9480
OKA,OKA,Naha Airport,"""１５０ Kagamizu",http://www.naha-airport.co.jp/,(+81) 98-840-1304
WAW,WAW,Warsaw Chopin Airport,Public Relations Bureau,http://www.lotnisko-chopina.pl/en/passenger/,(+48) 22 650 1016
DUB,DUB,Dublin Airport,"""Dublin Airport",http://www.dublinairport.com/home.aspx,(+353) (0)1 814 1111
BLD,LAS,Boulder City Municipal Airport,"""1201 Airport Rd",http://www.flybouldercity.com/,(+1) 702-293-9405
HAJ,HAJ,Hannover Airport,"""Flughafenstrabe 4",http://www.hannover-airport.de/,(+49) 511 9770
ASR,ASR,Kayseri Erkilet Airport,,,
BHD,BFS,George Best Belfast City Airport,"""Belfast",http://www.belfastcityairport.com/,(+44) 28 9093 9093
EZE,BUE,Ministro Pistarini International Airport,"""Autopista Tte Gral. Ricchieri Km 33.3",http://www.aa2000.com.ar/,(+5411) 5480-6111
VKO,MOW,Vnukovo International Airport,"""Vnukovo",http://www.vnukovo.ru/eng,(+7) 495 937-55-55
SWA,SWA,Shantou Waisha Airport,,,
IAH,HOU,George Bush Intercontinental Airport,"""2800 N Terminal Rd",http://www.fly2houston.com/,(+1) 281-230-3100
KNO,ULU,Medan-kuala Namu International Airport,,,
SCQ,SCQ,Santiago De Compostela Airport,,,
WUX,WUX,Sunan Shuofang International Airport,,,
AJR,AJR,Arvidsjaur Airport,,,
HGH,HGH,Hangzhou Xiaoshan International Airport,"""Hangzhou",http://www.hzairport.com/,(+86) 571-96299
HPN,HPN,Westchester County Airport,"""240 Airport Rd",http://airport.westchestergov.com/,(+1) 914-995-4860
LEX,LEX,Blue Grass Airport,"""4000 Terminal Dr",http://www.bluegrassairport.com/,(+1) 859-425-3100
CPT,CPT,Cape Town International Airport,"""Matroosfontein",http://www.acsa.co.za/home.asp?pid=229,(+27) 21 937 1275
LAW,LAW,Lawton-fort Sill Regional Airport,"""3401 SW 11th St.",http://flylawton.org/,(+1) 580-353-4869
LIT,LIT,Clinton National Airport,"""1 Airport Dr",http://www.fly-lit.com/,(+1) 501-372-3439
KZN,KZN,Kazan International Airport,,,
GEG,GEG,Spokane International Airport,"""9000 W Airport Dr",http://www.spokaneairports.net/,(+1) 509 455-6455
YRJ,YRJ,Roberval Airport,,,
VAI,RAB,Vanimo Airport,,,
UFA,UFA,Ufa International Airport,,,
CWA,CWA,Central Wisconsin Airport,,,
LPA,LPA,Gran Canaria Airport,"""Carretera General del Sur",http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Gran-Canaria/es/,(+34) 91 321 10 00
MRE,DUJ,Mara Lodges Airport,,,
MRE,MBA,Mara Lodges Airport,,,
LUZ,KIV,Lublin Airport,,,
LUZ,KTW,Lublin Airport,,,
MRS,MRS,Marseille Provence Airport,"""13727 Marignane",http://www.marseille-airport.com/,(+33) 4 42 14 14 14
LGB,LGB,Long Beach Airport,"""4100 E Donald Douglas Dr",http://www.lgb.org/,(+1) 562-570-2600
LIR,LIR,Daniel Oduber Quiros International Airport,,,
SJO,SJO,Juan Santamara International Airport,"""Alajuela",,(+506) 2437 2400
ZAG,ZAG,Zagreb Airport,"""Ulica Rudolfa Fizira 1",http://www.zagreb-airport.hr/,(+385) 1 4562 170
SIP,SIP,Simferopol International Airport,,,
SJD,SJD,Los Cabos International Airport,"""Carretera Transpeninsular KM. 43.5",http://sjdloscabosairport.com/,(+52) 624 146 5111
GAU,GAU,Lokpriya Gopinath Bordoloi International Airport,"""Airport Director",http://www.aai.aero/allAirports/Guwahati_GENERAL.jsp,"91-361-2841909,91-361-2841747(R)."
NAN,NAN,Nadi International Airport,"""Queens Road",http://www.airportsfiji.com/,(+679) 672 5777
PMF,MIL,Parma Airport,"""Via Licinio Ferretti 40 - 43126 Parma",http://www.parma-airport.it/default.aspx,(+39) 0521 951511
PKB,PKB,Mid-ohio Valley Regional Airport,"""543 County Route 31/1",http://www.flymov.com/,(+1) 304-464-5113
WMK,WKK,Meyers Chuck Seaplane Base,,,
TRU,TRU,Capitan Fap Carlos Martinez De Pinillos International Airport,,,
MOD,MOD,Modesto City-county Airport,"""617 Airport Way",,(+1) 209-577-5319
CJU,CJU,Jeju International Airport,"""2 공항로 Jeju-si",https://www.airport.co.kr/mbs/jejueng/,(+82) 1661-2626
LYH,LYH,Lynchburg Regional Airport,"""350 Terminal Dr",http://www.lynchburgva.gov/airport,(+1) 434-455-6090
BRC,BRC,San Carlos De Bariloche Airport,,,
CCS,CCS,Simn Bolvar International Airport,"""Av Intercomunal del Aeropuerto Internacional",http://aeropuerto-maiquetia.com.ve/web/,(+58) 212-3551224
ABE,ABE,Lehigh Valley International Airport,"""Lehigh - Northampton Airport Authority 3311 Airport Road Allentown",http://flylvia.com/index.html,(+1) 800-359-5842
MSO,MSO,Missoula International Airport,"""5225 U.S. Highway 10 W",http://www.flymissoula.com/,(+1) 406-728-4381
MBL,MBL,Manistee County Blacker Airport,"""2323 Airport Rd",http://www.flymanistee.com/manistee-home,(+1) 231-723-4351
MSP,MSP,Minneapolis-saint Paul International Airport,"""4300 Glumack Drive St. Paul",http://www.mspairport.com/,(+1) 612-726-5555
HVN,HVN,Tweed New Haven Regional Airport,"""155 Burr Street New Haven",http://www.flytweed.com/,(+1) 203-466-8833
CAE,CAE,Columbia Metropolitan Airport,"""3250 Airport Blvd",http://www.columbiaairport.com/,(+1) 803-822-5000
RJH,JSR,Shah Mokhdum Airport,,,
NGU,ORF,Naval Station Norfolk,"""8501 Hampton Blvd",,(+1) 757-489-1000
MSE,MSE,Kent International Airport,,,
EYW,EYW,Key West International Airport,"""3491 S Roosevelt Blvd",http://www.monroecounty-fl.gov/index.aspx?NID=105,(+1) 305-809-5200
SHV,SHV,Shreveport Regional Airport,"""Shreveport Airport Authority Offices ",http://www.flyshreveport.com/,(+1) 318 673-5370
YXE,YXE,Saskatoon John G Diefenbaker International Airport,"""2625 Airport DR",http://yxe.ca/about-yxe/overview/,(+1) 306-975-8900
LIH,LIH,Lihue Airport,"""3901 Mokulele Loop",http://hawaii.gov/lih/,(+1) 808-274-3800
GRB,GRB,Austin Straubel International Airport,"""2077 Airport Dr",http://www.co.brown.wi.us/,(+1) 920-498-4800
KIJ,KIJ,Niigata Airport,,,
CRP,CRP,Corpus Christi International Airport,"""1000 International Dr",http://corpuschristiairport.com/,(+1) 361-289-0171
ZQN,ZQN,Queenstown International Airport,"""Sir Henry Wringley Dr",http://www.queenstownairport.com/,(+64) 3 450 9031
BIL,BIL,Billings Logan International Airport,"""1901 Terminal Cir",http://www.flybillings.com/,(+1) 406-657-8495
ACY,AIY,Atlantic City International Airport,"""Atlantic City International Airport 101 Atlantic City Intl Airport Suite 106 Egg Harbor Twp",http://www.sjta.com/acairport/,(+1) 888-235-9229
OAK,OAK,Oakland International Airport,"""1 Airport Drive Oakland",http://www.oaklandairport.com/,(+1) 510-563-3300
NTE,NTE,Nantes Atlantique Airport,"""44346 Bouguenais",http://www.nantes.aeroport.fr/services,(+33) 892 56 88 00
BLL,BLL,Billund Airport,"""Passagerterminalen 10",http://www.bll.dk/,(+45) 76 50 50 50
JNU,JNU,Juneau International Airport,"""1873 Shell Simmons Dr",http://www.juneau.org/airport/,(+1) 907-789-7821
MHD,MHD,Mashhad International Airport,,,
GMP,SEL,Gimpo International Airport,"""112",http://www.airport.co.kr/mbs/gimpo/,(+82) 1661-2626
ECP,PFN,Northwest Florida Beaches International Airport,"""6300 West Bay Parkway",http://www.iflybeaches.com/,(+1) 850-763-6751 ext. 306
SFO,SFO,San Francisco International Airport,"""San Francisco",http://www.flysfo.com/,"(+1) 800.435.9736,650.821.8211"
ZCL,ZCL,General Leobardo C Ruiz International Airport,"""Carretera Panamericana tramo Zacatecas - Fresnillo Km. 23",http://www.oma.aero/es/contactenos/directorio-de-aeropuertos.htm,(+52) 478 985 0338
IPL,IPL,Imperial County Airport,"""1099 Airport Road",http://www.co.imperial.ca.us/Airport/Airport.htm,(+1) 760-355-7944
FNT,FNT,Bishop International Airport,"""G-3425 W Bristol Rd",http://www.bishopairport.org/,(+1) 810-235-6560
FOC,FOC,Fuzhou Changle International Airport,"""Zhanggangzhen",,(+86) 591 2801 3088
OGS,OGS,Ogdensburg International Airport,"""5840 State Highway 812",http://www.ogdensport.com/,(+1) 315-393-4721
CUZ,CUZ,Alejandro Velasco Astete International Airport,"""Velasco Astete s/n",http://www.corpac.gob.pe/Main.asp,(+51) 84 222611
DUR,DUR,King Shaka International Airport,"""Durban",http://www.acsa.co.za/home.asp?pid=5745,(+27) 3 436 6758
HAK,HAK,Haikou Meilan International Airport,"""Haikou",,(+86) 898 6576 0114
ZCO,ZCO,Maquehue Airport,"""Padre Las Casas",http://temucoairport.com,(+56) 64 9 308 7479
PSC,PSC,Tri-cities Airport Washington,"""3601 N. 20th Avenue Pasco",http://www.portofpasco.org/,(+1) 509-547-6352
SOJ,SRP,Srkjosen Airport,,,
PEN,PEN,Penang International Airport,"""Lapangan Terbang Antarabangsa Penang 11900 Bayan Lepas",http://www.penangairport.com/,(+60) 4-252 0252
ADZ,ADZ,Gustavo Rojas Pinilla International Airport,,,
SUB,SUB,Juanda International Airport,"""Jalan Ir. Haji Juanda",http://www.juanda-airport.com/,(+62) 31 2986200
BFS,BFS,Belfast International Airport,"""Belfast BT29 4AB",http://www.belfastairport.com/,(+44) 28 9448 4848
AAL,AAL,Aalborg Airport,"""Ny Lufthavnsvej 100",http://www.aal.dk/,(+45) 98 17 11 44
KBR,KBR,Sultan Ismail Petra Airport,"""Taman Bendahara",http://www.malaysiaairports.com.my/index.php,(+60) 9-773 7400
MLN,MLN,Melilla Airport,Ctra. de Yasinen s/n. 52005 Melilla,http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Melilla/es/Inicio.html,(+34) 91 321 10 00
MJV,MJV,Murcia-san Javier Airport,"""Ctra. del Aeropuerto",http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Murcia-San-Javier/en/,(+34) 91 321 10 00
KRS,KRS,Kristiansand Airport,"""Avinor",http://www.avinor.no/en/airport/kristiansand,(+47) 67 03 04 00
HID,HID,Horn Island Airport,,,
DMM,DMM,King Fahd International Airport,"""King Fahd Rd",http://www.kfia.com.sa/,(+966)3 883 4444
SDJ,SDJ,Sendai Airport,"""Natori",http://www.sendai-airport.co.jp/,NA
BAQ,BAQ,Ernesto Cortissoz International Airport,"""La Puerta de Oro de Colombia",,NA
PIA,PIA,General Wayne A Downing Peoria International Airport,"""6100 W. Everett McKinley Dirksen Parkway Peoria",http://www.flypia.com/,(+1) 309-697-8272
USH,USH,Malvinas Argentinas Airport,,,
IDR,IDR,Devi Ahilyabai Holkar Airport,"""Airport Director",http://aai.aero/allAirports/indore_technicalinfo.jsp,"91-731-2629455,91-731-2622021"
GNB,LYS,Grenoble-isre Airport,"""38590 Saint-Etienne-de-Saint-Geoirs",http://www.grenoble-airport.com/rubrique.php3?id_rubrique=55,(+33) 4 76 65 48 48
GND,GND,Maurice Bishop International Airport,"""Maurice Bishop Memorial Hwy",http://www.mbiagrenada.com/,(+1473) 444-4555/4155/4101
PBC,PBC,Hermanos Serdn International Airport,"""Carretera Federal Mexico-Puebla Km. 91.5",,(+52) 800 237 6225
GNV,GNV,Gainesville Regional Airport,"""3880 NE 39th Ave",http://www.gra-gnv.com/,(+1) 352-373-0249
RGN,RGN,Yangon International Airport,"""Mingaladon Township",http://www.ygnia.com/,(+95) 1 533 030
CEK,CEK,Chelyabinsk Balandino Airport,,,
PNS,PNS,Pensacola International Airport,"""2430 Airport Blvd. Pensacola",http://www.flypensacola.com/,(+1) 850-436-5000
VTE,VTE,Wattay International Airport,,,
BIS,BIS,Bismarck Municipal Airport,"""2301 University Dr",http://www.bismarckairport.com/,(+1) 701-355-1800
PQI,PQI,Northern Maine Regional Airport,"""650 Airport Dr #11",http://www.flypresqueisle.com/,(+1) 207-764-2550
FDF,FDF,Martinique Aim Csaire International Airport,"""Le Lamentin",http://www.martinique.aeroport.fr/,(+596) 596 42 17 62
DTW,DTT,Detroit Metropolitan Wayne County Airport,"""1 Detroit Metro Airport",http://www.metroairport.com/,(+1) 734-247-7678
LBC,HAM,Lbeck Airport,"""Flughafen Lubeck",http://www.flughafen-luebeck.de,(+49) 04 51583
PNP,GKA,Girua Airport,,,
MKY,MKY,Mackay Airport,"""4 East Boundary Road",http://mackayairport.com/default.aspx,(+61) 7 4957 3226
LST,LST,Launceston Airport,"""201 Evandale Rd",http://www.launcestonairport.com.au/,(+61) 3 6391 6222
CRW,CRW,Yeager Airport,"""100 Airport Rd",http://www.yeagerairport.com/,(+1) 304-344-8033
SID,SID,Am-lcar Cabral International Airport,,,
PDP,PDP,Capitan Corbeta Ca Curbelo International Airport,,,
LPQ,LPQ,Luang Phabang International Airport,,,
LUM,LUM,Mangshi Airport,,,
LRM,LRM,La Romana International Airport,"""Carretera La Romana - Higuey 5.5",http://www.centralromana.com.do,(+1809)-813-9000
XUZ,XUZ,Xuzhou Guanyin Airport,,,
ASU,ASU,Silvio Pettirossi International Airport,Avda. Mcal. Lopez e/Vice Pdte. Sanchez y 22 de Setiembre - 2do. Piso,http://www.dinac.gov.py/v2/index.php?option=com_k2&view=itemlist&task=category&id=49:aeropuerto-internacional-silvio-pettirossi&Itemid=205,(595-21) 203.615
ESB,ANK,Esenboa International Airport,"""Balıkhisar Mh. Esenboga Havaalanı Girisi",http://www.esenbogaairport.com/en-EN/Pages/Main.aspx,(+90) 312 398 0000
ABX,ABX,Albury Airport,,,
LBB,LBB,Lubbock Preston Smith International Airport,"""5401 N Martin Luther King Blvd",http://www.mylubbock.us/more-lubbock/contact-the-city,(+1) 806-775-2035
SXB,SXB,Strasbourg Airport,"""Route de Strasbourg",http://www.strasbourg.aeroport.fr/,(+33) 3 88 64 67 67
SHJ,SHJ,Sharjah International Airport,Sharjah - United Arab Emirates,http://www.sharjahairport.ae/,(+971) 6 5581111
KMI,KMI,Miyazaki Airport,"""Akae",http://www.miyazaki-airport.co.jp/,(+81) 985-51-5114
KHH,KHH,Kaohsiung International Airport,"""No. 2 Number",http://www.kia.gov.tw/english/e_index.asp,(+886) 7 805 7630
KUF,KUF,Kurumoch International Airport,"""Airport",http://uwww.aero/?passazhiram&lang=en,(+7) 846 996-55-16
MGM,MGM,Montgomery Regional Airport,"""Montgomery Regional Airport 4445 Selma Highway Montgomery",http://iflymontgomery.com/us/en/index.php,(+1) 334-281-5040
IST,IST,Istanbul Atatrk Airport,Istanbul Ataturk Airport International Terminali 34149 Yesilkoy / Istanbul / Turkey,http://www.ataturkairport.com/en-EN/Pages/Main.aspx,(+90) 212 463 3000
MGW,MGW,Morgantown Municipal Airport,"""Morgantown Municipal Airport 100 Hart Field RoadContact Phone Numbers Morgantown",http://www.morgantownairport.com/,(+1) 304-291-7461
YKS,YKS,Yakutsk Airport,,,
COS,COS,Colorado Springs Airport,"""7770 Milton E Proby Pkwy",http://www.springsgov.com/airportindex.aspx,(+1) 719-550-1900
